Selected,Manufacturer,Model,Sales_in_thousands,Resale_value,Vehicle_type,Price_in_thousands,Engine_size,Horsepower,Wheelbase,Width,Length,Curb_weight,Fuel_capacity,Fuel_efficiency,Latest_Launch,Power_perf_factor,Vehicle_Dummy,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Ln_sales
1,Lincoln,Town car,48.911,21.725,Passenger,43.33,4.6,215,117.7,78.2,215.3,4.121,19,21,06/04/2012,93.957916896,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8900023201
0,Lincoln,Navigator,22.925,18.0729752,Car,42.66,5.4,300,119,79.3,204.8,5.393,30,15,12/23/2012,123.97204671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1322280181
1,Mitsubishi,Mirage,26.232,8.325,Passenger,13.987,1.8,113,98.4,66.5,173.6,2.25,13.2,30,04/23/2012,45.832180564,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.2669800395
1,Mitsubishi,Eclipse,42.541,10.395,Passenger,19.047,2.4,154,100.8,68.9,175.4,2.91,15.9,24,11/24/2012,62.441962349,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.7504683168
1,Mitsubishi,Galant,55.616,10.595,Passenger,17.357,2.4,145,103.7,68.5,187.8,2.945,16.3,25,01/29/2012,58.606772924,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0184709296
1,Mitsubishi,Diamante,5.711,16.575,Passenger,24.997,3.5,210,107.1,70.3,194.1,3.443,19,22,08/28/2012,84.830778575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.7423941397
0,Mitsubishi,Montero,11.337,19.125,Car,31.807,3.5,200,107.3,69.9,186.6,4.52,24.3,18,01/17/2012,83.920815043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.428071713
1,Mitsubishi,Montero Sport,39.348,13.88,Car,22.527,3,173,107.3,66.7,178.3,3.51,19.5,20,05/18/2012,70.660941789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.6724451477
1,Mercury,Mystique,14.351,8.8,Passenger,16.24,2,125,106.5,69.1,184.8,2.769,15,28,12/19/2012,50.99774761,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.6638196262
0,Mercury,Cougar,26.529,13.89,Passenger,16.54,2,125,106.4,69.6,185,2.892,16,30,02/23/2012,51.11347426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.2782384743
1,Mercury,Sable,67.956,11.03,Passenger,19.035,3,153,108.5,73,199.7,3.379,16,24,09/22/2012,62.239966627,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.2188604369
1,Mercury,Grand Marquis,81.174,14.875,Passenger,22.605,4.6,200,114.7,78.2,212,3.958,19,21,07/24/2012,80.657696459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.3965949988
1,Mercury,Mountaineer,27.609,20.43,Car,27.56,4,210,111.6,70.2,190.1,3.876,21,18,02/13/2008,85.949744245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.3181418065
1,Mercury,Villager,20.38,14.795,Car,22.51,3.3,170,112.2,74.9,194.7,3.944,20,21,10/20/2009,69.671460998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0145540278
0,Mercedes-B,C-Class,18.392,26.05,Passenger,31.75,2.3,185,105.9,67.7,177.4,3.25,16.4,26,04/24/2011,78.280730876,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9119157875
1,Mercedes-B,E-Class,27.602,41.45,Passenger,49.9,3.2,221,111.5,70.8,189.4,3.823,21.1,25,07/12/2011,98.249737499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3178882339
0,Mercedes-B,S-Class,16.774,50.375,Passenger,69.7,4.3,275,121.5,73.1,203.1,4.133,23.2,21,06/13/2011,125.27387569,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8198300686
0,Mercedes-B,SL-Class,3.311,58.6,Passenger,82.6,5,302,99,71.3,177.1,4.125,21.1,20,03/17/2011,139.98229358,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1972502586
0,Mercedes-B,SLK,7.998,18.0729752,Passenger,38.9,2.3,190,94.5,67.5,157.9,3.055,15.9,26,01/16/2011,82.807361934,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0791915104
1,Mercedes-B,SLK230,1.526,18.0729752,Passenger,41,2.3,185,94.5,67.5,157.3,2.975,14,27,08/06/2011,81.848969242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4226499329
1,Mercedes-B,CLK Coupe,11.592,18.0729752,Passenger,41.6,3.2,215,105.9,67.8,180.3,3.213,16.4,26,07/08/2011,92.925791769,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.450315205
1,Mercedes-B,CL500,0.954,18.0729752,Passenger,82.6,5,302,113.6,73.1,196.6,4.115,23.2,20,04/11/2011,141.10098453,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.047091608
0,Mercedes-B,M-Class,28.976,18.0729752,Car,35.3,3.2,215,111,72.2,180.6,4.387,19,20,02/10/2011,90.495532125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3664679011
1,Nissan,Sentra,42.643,8.45,Passenger,13.499,1.8,126,99.8,67.3,177.5,2.593,13.2,30,08/31/2011,50.241977905,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.7528631339
1,Nissan,Altima,88.094,11.295,Passenger,20.39,2.4,155,103.1,69.1,183.5,3.012,15.9,25,08/02/2011,63.313727832,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.4784044262
1,Nissan,Maxima,79.853,15.125,Passenger,26.249,3,222,108.3,70.3,190.5,3.294,18.5,25,05/06/2011,89.427820309,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.3801874444
0,Nissan,Quest,27.308,15.38,Car,26.399,3.3,170,112.2,74.9,194.8,3.991,20,21,03/07/2011,71.171664134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.3071796996
1,Nissan,Pathfinder,42.574,17.81,Car,29.299,3.3,170,106.3,71.7,182.6,3.947,21,19,09/25/2011,72.290355081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.7512437383
1,Nissan,Xterra,54.158,18.0729752,Car,22.799,3.3,170,104.3,70.4,178,3.821,19.4,18,01/24/2011,69.782944337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.9919057003
0,Nissan,Frontier,65.005,18.0729752,Car,17.89,3.3,170,116.1,66.5,196.1,3.217,19.4,18,08/27/2011,67.889270592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.17446419
1,Oldsmobile,Cutlass,1.112,11.24,Passenger,18.145,3.1,150,107,69.4,192,3.102,15.2,25,05/31/2011,60.861611554,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1061601958
1,Oldsmobile,Intrigue,38.554,18.0729752,Passenger,24.15,3.5,215,109,73.6,195.9,3.455,18,23.8441558,04/01/2011,86.272522907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.652059856
1,Oldsmobile,Alero,80.255,18.0729752,Passenger,18.27,2.4,150,107,70.1,186.7,2.958,15,27,10/20/2009,60.727446934,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3852090654
1,Oldsmobile,Aurora,14.69,19.89,Passenger,36.229,4,250,113.8,74.4,205.4,3.967,18.5,22,02/18/2011,103.44169259,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.6871669902
0,Oldsmobile,Bravada,20.017,19.925,Car,31.598,4.3,190,107,67.8,181.2,4.068,17.5,19,09/21/2011,80.511672586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.9965819125
1,Oldsmobile,Silhouette,24.361,15.24,Car,25.345,3.4,185,120,72.2,201.4,3.948,25,22,06/25/2011,76.096570423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.1929834929
1,Plymouth,Neon,32.734,7.75,Passenger,12.64,2,132,105,74.4,174.4,2.559,12.5,29,04/26/2011,52.08489875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.4884142931
1,Plymouth,Breeze,5.24,9.8,Passenger,16.08,2,132,108,71,186.3,2.942,16,27,11/14/2011,53.411897666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.6563214983
1,Plymouth,Voyager,24.155,12.025,Car,18.85,2.4,150,113.3,76.8,186.3,3.528,20,24,04/24/2011,60.951185124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.184491398
1,Plymouth,Prowler,1.872,18.0729752,Passenger,43,3.5,253,113.3,76.3,165.4,2.85,12,21,06/27/2012,106.98445629,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6270073781
0,Pontiac,Sunfire,51.645,13.79,Passenger,21.61,2.4,150,104.1,68.4,181.9,2.906,15,27,01/25/2012,62.015870301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.9443933855
1,Pontiac,Grand Am,131.097,10.29,Passenger,19.72,3.4,175,107,70.4,186.3,3.091,15.2,25,11/26/2012,70.389737261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.8759375072
0,Pontiac,Firebird,19.911,17.805,Passenger,25.31,3.8,200,101.1,74.5,193.4,3.492,16.8,25,06/16/2012,81.492726162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.9912723428
1,Pontiac,Grand Prix,92.364,14.01,Passenger,21.665,3.8,195,110.5,72.7,196.5,3.396,18,25,10/15/2012,78.318168128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.5257372923
0,Pontiac,Bonneville,35.945,13.225,Passenger,23.755,3.8,205,112.2,72.6,202.5,3.59,17.5,24,05/18/2011,82.661355601,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.5819899924
1,Pontiac,Montana,39.572,18.0729752,Car,25.635,3.4,185,120,72.7,201.3,3.942,25,23,07/22/2012,76.208439518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.6781217975
1,Porsche,Boxter,8.982,41.25,Passenger,41.43,2.7,217,95.2,70.1,171,2.778,17,22,02/19/2012,93.437330704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.1952225747
1,Porsche,Carrera Coupe,1.28,60.625,Passenger,71.02,3.4,300,92.6,69.5,174.5,3.032,17,21,12/21/2012,134.39097536,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2468600779
1,Porsche,Carrera Cabrio,1.866,60.625,Passenger,74.97,3.4,300,92.6,69.5,174.5,3.075,17,23,07/11/2011,135.91470958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6237971024
0,Saab,5-Sep,9.191,18.0729752,Passenger,33.12,2.3,170,106.4,70.6,189.2,3.28,18.5,23,11/09/2012,73.50377819,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.2182247444
1,Saab,3-Sep,12.115,18.0729752,Passenger,26.1,2,185,102.6,67.4,182.2,2.99,16.9,23,06/12/2011,76.023047711,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.4944443543
1,Saturn,SL,80.62,9.2,Passenger,10.685,1.9,100,102.4,66.4,176.9,2.332,12.1,33,08/16/2012,39.986424748,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.3897467577
0,Saturn,SC,24.546,10.59,Passenger,12.535,1.9,100,102.4,66.4,180,2.367,12.1,33,03/16/2011,40.700072421,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.2005489082
0,Saturn,SW,5.223,10.79,Passenger,14.29,1.9,124,102.4,66.4,176.9,2.452,12.1,31,01/15/2011,49.865773674,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.6530719495
1,Saturn,LW,8.472,18.0729752,Passenger,18.835,2.2,137,106.5,69,190.4,3.075,13.1,27,08/05/2011,56.295243037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.1367666083
1,Saturn,LS,49.989,18.0729752,Passenger,15.01,2.2,137,106.5,69,190.4,2.91,13.1,28,12/04/2012,54.819728253,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.9118029812
0,Subaru,Outback,47.107,18.0729752,Passenger,22.695,2.5,165,103.5,67.5,185.8,3.415,16.9,25,07/07/2011,67.765907603,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.8524216099
1,Subaru,Forester,33.028,18.0729752,Car,20.095,2.5,165,99.4,68.3,175.2,3.125,15.9,24,09/10/2012,66.762943305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.4973556866
1,Toyota,Corolla,142.535,10.025,Passenger,13.108,1.8,120,97,66.7,174,2.42,13.2,33,04/11/2011,47.968972417,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.9595875836
1,Toyota,Camry,247.994,13.245,Passenger,17.518,2.2,133,105.2,70.1,188.5,2.998,18.5,27,02/10/2011,54.372419652,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.5134045523
0,Toyota,Avalon,63.849,18.14,Passenger,25.545,3,210,107.1,71.7,191.9,3.417,18.5,26,08/31/2011,84.911898262,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.1565209206
0,Toyota,Celica,33.269,15.445,Passenger,16.875,1.8,140,102.4,68.3,170.5,2.425,14.5,31,12/29/2012,56.496030341,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.5046260325
0,Toyota,Tacoma,84.087,9.575,Car,11.528,2.4,142,103.3,66.5,178.7,2.58,15.1,23,08/01/2011,55.297116576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.4318519771
0,Toyota,Sienna,65.119,18.0729752,Car,22.368,3,194,114.2,73.4,193.5,3.759,20.9,22,10/05/2012,78.027219473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.1762163653
1,Toyota,RAV4,25.106,13.325,Car,16.888,2,127,94.9,66.7,163.8,2.668,15.3,27,05/06/2011,51.955108869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.2231068614
0,Toyota,4Runner,68.411,19.425,Car,22.288,2.7,150,105.3,66.5,183.3,3.44,18.5,23,03/07/2011,62.355577125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.2255336304
1,Toyota,Land Cruiser,9.835,34.08,Car,51.728,4.7,230,112.2,76.4,192.5,5.115,25.4,15,09/25/2011,102.52898416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.2859474518
1,Volkswagen,Golf,9.761,11.425,Passenger,14.9,2,115,98.9,68.3,163.3,2.767,14.5,26,01/24/2011,46.943876761,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.2783948542
0,Volkswagen,Jetta,83.721,13.24,Passenger,16.7,2,115,98.9,68.3,172.3,2.853,14.5,26,08/27/2011,47.63823666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.4274898421
0,Volkswagen,Passat,51.102,16.725,Passenger,21.2,1.8,150,106.4,68.5,184.1,3.043,16.4,27,10/30/2012,61.701381355,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.9338236354
1,Volkswagen,Cabrio,9.569,16.575,Passenger,19.99,2,115,97.4,66.7,160.4,3.079,13.7,26,05/31/2011,48.907372251,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.2585287068
0,Volkswagen,GTI,5.596,13.76,Passenger,17.5,2,115,98.9,68.3,163.3,2.762,14.6,26,04/01/2011,47.946841059,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.7220520568
1,Volkswagen,Beetle,49.463,18.0729752,Passenger,15.9,2,115,98.9,67.9,161.1,2.769,14.5,26,10/20/2011,47.32963226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.9012249153
1,Volvo,S40,16.957,18.0729752,Passenger,23.4,1.9,160,100.5,67.6,176.6,2.998,15.8,25,02/18/2011,66.113056798,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8306807279
1,Volvo,V40,3.545,18.0729752,Passenger,24.4,1.9,160,100.5,67.6,176.6,3.042,15.8,25,09/21/2011,66.498812297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.26553816
1,Volvo,S70,15.245,18.0729752,Passenger,27.5,2.4,168,104.9,69.3,185.9,3.208,17.9,25,11/24/2012,70.654495454,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.7242515804
1,Volvo,V70,17.531,18.0729752,Passenger,28.8,2.4,168,104.9,69.3,186.2,3.259,17.9,25,06/25/2011,71.155977603,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8639707424
1,Volvo,C70,3.493,18.0729752,Passenger,45.5,2.3,236,104.9,71.5,185.7,3.601,18.5,23,04/26/2011,101.62335724,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.2507609658
1,Volvo,S80,18.969,18.0729752,Passenger,36,2.9,201,109.9,72.1,189.8,3.6,21.1,24,11/14/2011,85.735654507,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9428060677
